acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,song,speechiness,tempo,time_signature,track_href,type,uri,valence
0.0082,https://api.spotify.com/v1/audio-analysis/0n2VKK96DJwhsYvnUCxP3K,0.643,272627,0.553,0n2VKK96DJwhsYvnUCxP3K,0.147,6,0.072,-9.059,0,Runaway (Original) - iio,0.0281,139.96,4,https://api.spotify.com/v1/tracks/0n2VKK96DJwhsYvnUCxP3K,audio_features,spotify:track:0n2VKK96DJwhsYvnUCxP3K,0.354
0.00119,https://api.spotify.com/v1/audio-analysis/0czI06gDEp5e0f5RsVD5dH,0.575,204360,0.915,0czI06gDEp5e0f5RsVD5dH,1.04E-05,0,0.164,-4.921,0,Runaway - 3 Doors Down,0.0363,129.964,4,https://api.spotify.com/v1/tracks/0czI06gDEp5e0f5RsVD5dH,audio_features,spotify:track:0czI06gDEp5e0f5RsVD5dH,0.635
0.0387,https://api.spotify.com/v1/audio-analysis/5HoP4xJdaImnZjP1w3JLs1,0.326,313387,0.659,5HoP4xJdaImnZjP1w3JLs1,0.0102,7,0.273,-5.048,0,Runaway - Yeah Yeah Yeahs,0.0321,164.124,4,https://api.spotify.com/v1/tracks/5HoP4xJdaImnZjP1w3JLs1,audio_features,spotify:track:5HoP4xJdaImnZjP1w3JLs1,0.374
0.104,https://api.spotify.com/v1/audio-analysis/1xgN9KBVVoTNygpYjpXnvH,0.737,212573,0.655,1xgN9KBVVoTNygpYjpXnvH,0,10,0.184,-5.995,0,Runaway Love - Justin Bieber,0.0311,104.014,4,https://api.spotify.com/v1/tracks/1xgN9KBVVoTNygpYjpXnvH,audio_features,spotify:track:1xgN9KBVVoTNygpYjpXnvH,0.89
0.0132,https://api.spotify.com/v1/audio-analysis/3TW48DvQ7ChwY1Yy1tkMaP,0.613,265867,0.72,3TW48DvQ7ChwY1Yy1tkMaP,0,0,0.104,-7.957,1,Runaway Train - Soul Asylum,0.0425,117.341,4,https://api.spotify.com/v1/tracks/3TW48DvQ7ChwY1Yy1tkMaP,audio_features,spotify:track:3TW48DvQ7ChwY1Yy1tkMaP,0.561
0.00072,https://api.spotify.com/v1/audio-analysis/75wP08AtMfGfjk0nPdvVw3,0.467,264333,0.955,75wP08AtMfGfjk0nPdvVw3,0.426,9,0.494,-6.043,1,Runnin Down A Dream - Tom Petty And The Heartbreakers,0.0462,169.776,4,https://api.spotify.com/v1/tracks/75wP08AtMfGfjk0nPdvVw3,audio_features,spotify:track:75wP08AtMfGfjk0nPdvVw3,0.68
0.0287,https://api.spotify.com/v1/audio-analysis/0XgpiStoxq1IJncYlPrvZ5,0.754,296267,0.785,0XgpiStoxq1IJncYlPrvZ5,0.00144,10,0.319,-8.178,0,Runnin\' - The Pharcyde,0.18,94.123,4,https://api.spotify.com/v1/tracks/0XgpiStoxq1IJncYlPrvZ5,audio_features,spotify:track:0XgpiStoxq1IJncYlPrvZ5,0.821
0.00694,https://api.spotify.com/v1/audio-analysis/3kFJyhLy5gYV7hnGufiSH0,0.633,227467,0.763,3kFJyhLy5gYV7hnGufiSH0,0,2,0.209,-6.007,1,Runnin\' Around - Colbie Caillat,0.0277,117.962,4,https://api.spotify.com/v1/tracks/3kFJyhLy5gYV7hnGufiSH0,audio_features,spotify:track:3kFJyhLy5gYV7hnGufiSH0,0.633
0.00072,https://api.spotify.com/v1/audio-analysis/75wP08AtMfGfjk0nPdvVw3,0.467,264333,0.955,75wP08AtMfGfjk0nPdvVw3,0.426,9,0.494,-6.043,1,Runnin\' Down A Dream - Tom Petty,0.0462,169.776,4,https://api.spotify.com/v1/tracks/75wP08AtMfGfjk0nPdvVw3,audio_features,spotify:track:75wP08AtMfGfjk0nPdvVw3,0.68
0.148,https://api.spotify.com/v1/audio-analysis/3KhF2YiNpJvGpfiCW45R6D,0.472,214960,0.9,3KhF2YiNpJvGpfiCW45R6D,0.000297,8,0.34,-6.406,0,Runnin\' With The Devil - Van Halen,0.0582,95.826,4,https://api.spotify.com/v1/tracks/3KhF2YiNpJvGpfiCW45R6D,audio_features,spotify:track:3KhF2YiNpJvGpfiCW45R6D,0.42
0.191,https://api.spotify.com/v1/audio-analysis/1wOYurSROnaaK8516lfK6W,0.708,241760,0.583,1wOYurSROnaaK8516lfK6W,1.54E-05,0,0.0883,-7.018,1,Running - No Doubt,0.0262,113.12,4,https://api.spotify.com/v1/tracks/1wOYurSROnaaK8516lfK6W,audio_features,spotify:track:1wOYurSROnaaK8516lfK6W,0.38
0.885,https://api.spotify.com/v1/audio-analysis/0clMbKn1ph9zFC0tKNbg3H,0.454,224973,0.365,0clMbKn1ph9zFC0tKNbg3H,0.113,7,0.107,-11.262,1,Running Away - Kevin Blechdom,0.0302,108.692,4,https://api.spotify.com/v1/tracks/0clMbKn1ph9zFC0tKNbg3H,audio_features,spotify:track:0clMbKn1ph9zFC0tKNbg3H,0.0743
0.001,https://api.spotify.com/v1/audio-analysis/5NH2an2qR7M6ptHnxTfhP1,0.762,189573,0.838,5NH2an2qR7M6ptHnxTfhP1,0.000705,6,0.276,-4.438,1,Rush - Rihanna / Kardinal Offishall,0.157,96.973,4,https://api.spotify.com/v1/tracks/5NH2an2qR7M6ptHnxTfhP1,audio_features,spotify:track:5NH2an2qR7M6ptHnxTfhP1,0.744
0.038,https://api.spotify.com/v1/audio-analysis/6nS5Vfs6Kv75ZFUa2MKvaz,0.652,290962,0.359,6nS5Vfs6Kv75ZFUa2MKvaz,0.789,4,0.119,-10.197,0,Rush Minute - Massive Attack,0.0989,140.025,3,https://api.spotify.com/v1/tracks/6nS5Vfs6Kv75ZFUa2MKvaz,audio_features,spotify:track:6nS5Vfs6Kv75ZFUa2MKvaz,0.672
0.934,https://api.spotify.com/v1/audio-analysis/0QAQACYbcjysd1fhM5TTyW,0.379,279480,0.321,0QAQACYbcjysd1fhM5TTyW,0.742,8,0.173,-15.417,0,Ruska - Apocalyptica,0.0301,145.31,5,https://api.spotify.com/v1/tracks/0QAQACYbcjysd1fhM5TTyW,audio_features,spotify:track:0QAQACYbcjysd1fhM5TTyW,0.0913
0.0301,https://api.spotify.com/v1/audio-analysis/4sueHBNbeyDVodBTkrm6eq,0.712,234533,0.981,4sueHBNbeyDVodBTkrm6eq,0.665,7,0.0658,-5.637,1,Russia Privjet - Basshunter,0.08,131.995,4,https://api.spotify.com/v1/tracks/4sueHBNbeyDVodBTkrm6eq,audio_features,spotify:track:4sueHBNbeyDVodBTkrm6eq,0.474
0.0442,https://api.spotify.com/v1/audio-analysis/4DTN4kaU4hizWGYRsH7FSe,0.347,360840,0.79,4DTN4kaU4hizWGYRsH7FSe,0.0723,11,0.119,-6.021,0,Rusted Wheel - Silversun Pickups,0.0631,192.589,4,https://api.spotify.com/v1/tracks/4DTN4kaU4hizWGYRsH7FSe,audio_features,spotify:track:4DTN4kaU4hizWGYRsH7FSe,0.307
0.0669,https://api.spotify.com/v1/audio-analysis/21ixeD8mGouF993kgb4MER,0.647,210400,0.873,21ixeD8mGouF993kgb4MER,0,6,0.36,-6.492,0,S Club Party - S Club 7,0.0503,101.991,4,https://api.spotify.com/v1/tracks/21ixeD8mGouF993kgb4MER,audio_features,spotify:track:21ixeD8mGouF993kgb4MER,0.787
0.000628,https://api.spotify.com/v1/audio-analysis/5hbytEkl5hUB5iRb0cCtZi,0.598,153347,0.685,5hbytEkl5hUB5iRb0cCtZi,0,7,0.149,-3.873,1,S.O.S. - Jonas Brothers,0.0679,137.035,4,https://api.spotify.com/v1/tracks/5hbytEkl5hUB5iRb0cCtZi,audio_features,spotify:track:5hbytEkl5hUB5iRb0cCtZi,0.712
0.813,https://api.spotify.com/v1/audio-analysis/6omuPwhiAqfz0ZAOkFE8vs,0.446,304402,0.695,6omuPwhiAqfz0ZAOkFE8vs,0.895,7,0.141,-12.966,1,SATORI - Rodrigo y Gabriela,0.0325,110.476,3,https://api.spotify.com/v1/tracks/6omuPwhiAqfz0ZAOkFE8vs,audio_features,spotify:track:6omuPwhiAqfz0ZAOkFE8vs,0.716
0.00493,https://api.spotify.com/v1/audio-analysis/0CEdHVFydS1PWj91QU1QgP,0.624,171693,0.782,0CEdHVFydS1PWj91QU1QgP,0.922,2,0.107,-3.12,1,SHT MTN - Holy Fuck,0.0591,126.976,4,https://api.spotify.com/v1/tracks/0CEdHVFydS1PWj91QU1QgP,audio_features,spotify:track:0CEdHVFydS1PWj91QU1QgP,0.778
0.000204,https://api.spotify.com/v1/audio-analysis/7KiB7d1EkC0YM2OAQGACML,0.585,232413,0.561,7KiB7d1EkC0YM2OAQGACML,0.295,8,0.454,-5.733,1,STEIN UM STEIN - Rammstein,0.0337,120.037,4,https://api.spotify.com/v1/tracks/7KiB7d1EkC0YM2OAQGACML,audio_features,spotify:track:7KiB7d1EkC0YM2OAQGACML,0.121
0.369,https://api.spotify.com/v1/audio-analysis/2bku1YWarHpKlxVC2FB9dH,0.359,346637,0.625,2bku1YWarHpKlxVC2FB9dH,7.70E-05,1,0.0674,-9.643,0,Sabbath Bloody Sabbath - Black Sabbath,0.0351,137.764,4,https://api.spotify.com/v1/tracks/2bku1YWarHpKlxVC2FB9dH,audio_features,spotify:track:2bku1YWarHpKlxVC2FB9dH,0.524
2.34E-05,https://api.spotify.com/v1/audio-analysis/1oXgVWA0AqNr1FSuhCZzdq,0.459,153947,0.993,1oXgVWA0AqNr1FSuhCZzdq,0.4,8,0.373,-4.767,1,Sacred Flame - Carnal Forge,0.0952,130.104,4,https://api.spotify.com/v1/tracks/1oXgVWA0AqNr1FSuhCZzdq,audio_features,spotify:track:1oXgVWA0AqNr1FSuhCZzdq,0.539
0.109,https://api.spotify.com/v1/audio-analysis/2tCXMtgSXmY9XLecBjmAu2,0.425,320467,0.394,2tCXMtgSXmY9XLecBjmAu2,0.0812,3,0.156,-14.467,1,Sacrifice - Steve Miller,0.0587,134.224,4,https://api.spotify.com/v1/tracks/2tCXMtgSXmY9XLecBjmAu2,audio_features,spotify:track:2tCXMtgSXmY9XLecBjmAu2,0.283
0.925,https://api.spotify.com/v1/audio-analysis/6psqvHbfCgYXY640lBsCo9,0.58,225707,0.219,6psqvHbfCgYXY640lBsCo9,0.0453,2,0.0713,-15.577,1,Sad Lisa - Cat Stevens,0.0319,112.76,3,https://api.spotify.com/v1/tracks/6psqvHbfCgYXY640lBsCo9,audio_features,spotify:track:6psqvHbfCgYXY640lBsCo9,0.373
0.156,https://api.spotify.com/v1/audio-analysis/1fF2dvBsbTk2wrOEaR6f5B,0.741,249227,0.885,1fF2dvBsbTk2wrOEaR6f5B,0.000306,0,0.345,-6.232,1,Sad Songs (Say So Much) - Elton John,0.028,107.255,4,https://api.spotify.com/v1/tracks/1fF2dvBsbTk2wrOEaR6f5B,audio_features,spotify:track:1fF2dvBsbTk2wrOEaR6f5B,0.923
0.921,https://api.spotify.com/v1/audio-analysis/1wFHaejvuM6l8AyuDciLYl,0.562,195960,0.107,1wFHaejvuM6l8AyuDciLYl,1.49E-05,9,0.102,-13.408,1,Sad Songs And Waltzes - Cake,0.033,109.099,3,https://api.spotify.com/v1/tracks/1wFHaejvuM6l8AyuDciLYl,audio_features,spotify:track:1wFHaejvuM6l8AyuDciLYl,0.27
0.00539,https://api.spotify.com/v1/audio-analysis/1wGRSG94dLt8fIZWhR3rGG,0.26,205800,0.938,1wGRSG94dLt8fIZWhR3rGG,0,6,0.246,-1.824,0,Sad Statue - System of a Down,0.0603,167.421,4,https://api.spotify.com/v1/tracks/1wGRSG94dLt8fIZWhR3rGG,audio_features,spotify:track:1wGRSG94dLt8fIZWhR3rGG,0.547
0.533,https://api.spotify.com/v1/audio-analysis/3HyuWTiHfskTt3aIjPcUmL,0.576,264867,0.991,3HyuWTiHfskTt3aIjPcUmL,0.914,5,0.194,-5.466,0,Safari - Holy Fuck,0.0788,108.568,4,https://api.spotify.com/v1/tracks/3HyuWTiHfskTt3aIjPcUmL,audio_features,spotify:track:3HyuWTiHfskTt3aIjPcUmL,0.463
0.646,https://api.spotify.com/v1/audio-analysis/1rBSjnb6p5GpzMAsr7HHj3,0.158,293333,0.432,1rBSjnb6p5GpzMAsr7HHj3,0.0274,0,0.25,-10.002,1,Safe - M83,0.0475,170.711,1,https://api.spotify.com/v1/tracks/1rBSjnb6p5GpzMAsr7HHj3,audio_features,spotify:track:1rBSjnb6p5GpzMAsr7HHj3,0.139
0.0438,https://api.spotify.com/v1/audio-analysis/1vNNfTgHsrpOXeiaXQBlH7,0.677,319000,0.83,1vNNfTgHsrpOXeiaXQBlH7,0.312,6,0.0766,-6.604,0,Safe From Harm - Massive Attack,0.0469,82.274,4,https://api.spotify.com/v1/tracks/1vNNfTgHsrpOXeiaXQBlH7,audio_features,spotify:track:1vNNfTgHsrpOXeiaXQBlH7,0.842
0.00334,https://api.spotify.com/v1/audio-analysis/286bpRdcpueYPc7gLIvrzU,0.83,228773,0.59,286bpRdcpueYPc7gLIvrzU,0,8,0.0615,-7.655,0,Safe and Sound - Rebelution,0.0742,77.664,4,https://api.spotify.com/v1/tracks/286bpRdcpueYPc7gLIvrzU,audio_features,spotify:track:286bpRdcpueYPc7gLIvrzU,0.524
0.0463,https://api.spotify.com/v1/audio-analysis/5ZpDiWqCG93McsnuHu9uCR,0.779,277480,0.742,5ZpDiWqCG93McsnuHu9uCR,5.56E-05,5,0.157,-8.534,1,Safety Dance - Men Without Hats,0.0368,100.2,4,https://api.spotify.com/v1/tracks/5ZpDiWqCG93McsnuHu9uCR,audio_features,spotify:track:5ZpDiWqCG93McsnuHu9uCR,0.286
0.119,https://api.spotify.com/v1/audio-analysis/7w5GAUVhimHVPSwTsPnxq5,0.651,315373,0.568,7w5GAUVhimHVPSwTsPnxq5,3.48E-06,0,0.316,-7.882,0,Sail Away - David Gray,0.0399,134.828,4,https://api.spotify.com/v1/tracks/7w5GAUVhimHVPSwTsPnxq5,audio_features,spotify:track:7w5GAUVhimHVPSwTsPnxq5,0.188
0.375,https://api.spotify.com/v1/audio-analysis/09He4SsKklrJTueigKFEhc,0.392,177067,0.458,09He4SsKklrJTueigKFEhc,0.000582,5,0.159,-12.754,1,Sail On - The Mountain Goats,0.037,172.773,1,https://api.spotify.com/v1/tracks/09He4SsKklrJTueigKFEhc,audio_features,spotify:track:09He4SsKklrJTueigKFEhc,0.615
0.797,https://api.spotify.com/v1/audio-analysis/5olWalQH1oVza5D6xJg4oX,0.372,258360,0.295,5olWalQH1oVza5D6xJg4oX,0.552,9,0.0977,-10.949,0,Sail To The Moon - Radiohead,0.0315,111.871,4,https://api.spotify.com/v1/tracks/5olWalQH1oVza5D6xJg4oX,audio_features,spotify:track:5olWalQH1oVza5D6xJg4oX,0.054
0.406,https://api.spotify.com/v1/audio-analysis/4S57eae2nEmYB2sXxq2pNn,0.627,153160,0.766,4S57eae2nEmYB2sXxq2pNn,0,1,0.279,-6.401,1,Saints And Sailors - Dashboard Confessional,0.0911,111.965,4,https://api.spotify.com/v1/tracks/4S57eae2nEmYB2sXxq2pNn,audio_features,spotify:track:4S57eae2nEmYB2sXxq2pNn,0.512
0.827,https://api.spotify.com/v1/audio-analysis/12UklUdz4pjK9Q4irXuT8X,0.681,208840,0.454,12UklUdz4pjK9Q4irXuT8X,2.00E-05,7,0.0629,-11.019,0,Sala De Recepção - Cartola,0.0424,141.538,4,https://api.spotify.com/v1/tracks/12UklUdz4pjK9Q4irXuT8X,audio_features,spotify:track:12UklUdz4pjK9Q4irXuT8X,0.79
0.0384,https://api.spotify.com/v1/audio-analysis/3nCFiwtuVqVJmnSasApvr3,0.617,267747,0.771,3nCFiwtuVqVJmnSasApvr3,3.32E-06,10,0.162,-5.586,0,Salgo Pa\' La Calle - Daddy Yankee / Randy,0.112,180.002,4,https://api.spotify.com/v1/tracks/3nCFiwtuVqVJmnSasApvr3,audio_features,spotify:track:3nCFiwtuVqVJmnSasApvr3,0.553
0.104,https://api.spotify.com/v1/audio-analysis/48NXpYRuvv9izul4oXhqS9,0.889,315293,0.705,48NXpYRuvv9izul4oXhqS9,0.00443,4,0.0443,-5.785,0,Salio El Sol - Don Omar,0.0983,110.001,4,https://api.spotify.com/v1/tracks/48NXpYRuvv9izul4oXhqS9,audio_features,spotify:track:48NXpYRuvv9izul4oXhqS9,0.965
0.204,https://api.spotify.com/v1/audio-analysis/6TG1f63MIURpjs08OCxRA5,0.413,229733,0.859,6TG1f63MIURpjs08OCxRA5,0.713,9,0.12,-4.947,1,Sally Goodin\' - The Grascals,0.0362,133.518,4,https://api.spotify.com/v1/tracks/6TG1f63MIURpjs08OCxRA5,audio_features,spotify:track:6TG1f63MIURpjs08OCxRA5,0.782
0.143,https://api.spotify.com/v1/audio-analysis/6yKpXsVosWRKb5mOsJDTpH,0.536,255960,0.859,6yKpXsVosWRKb5mOsJDTpH,0.0126,0,0.107,-5.238,0,Salt Skin - Ellie Goulding,0.0479,86.014,4,https://api.spotify.com/v1/tracks/6yKpXsVosWRKb5mOsJDTpH,audio_features,spotify:track:6yKpXsVosWRKb5mOsJDTpH,0.775
0.241,https://api.spotify.com/v1/audio-analysis/0afeqTQ1BXMYU1lZRPybSC,0.647,330867,0.675,0afeqTQ1BXMYU1lZRPybSC,0.86,2,0.12,-10.417,1,Salt Water Sound - Zero 7,0.0321,75.488,4,https://api.spotify.com/v1/tracks/0afeqTQ1BXMYU1lZRPybSC,audio_features,spotify:track:0afeqTQ1BXMYU1lZRPybSC,0.778
0.00976,https://api.spotify.com/v1/audio-analysis/3YAsRYkaS9jUoMpTmjs0oh,0.285,141427,0.942,3YAsRYkaS9jUoMpTmjs0oh,9.07E-05,7,0.408,-6.555,1,Salty Dog - Flogging Molly,0.106,159.897,4,https://api.spotify.com/v1/tracks/3YAsRYkaS9jUoMpTmjs0oh,audio_features,spotify:track:3YAsRYkaS9jUoMpTmjs0oh,0.744
0.723,https://api.spotify.com/v1/audio-analysis/6oxGdDLyfL4ek2jCsEOlTN,0.707,272133,0.326,6oxGdDLyfL4ek2jCsEOlTN,0.0541,11,0.119,-9.174,1,Salvapantallas - Jorge Drexler,0.0293,133.009,4,https://api.spotify.com/v1/tracks/6oxGdDLyfL4ek2jCsEOlTN,audio_features,spotify:track:6oxGdDLyfL4ek2jCsEOlTN,0.512
3.57E-05,https://api.spotify.com/v1/audio-analysis/6u9YsI0Zv5oMXrSM8MMjR5,0.503,200640,0.94,6u9YsI0Zv5oMXrSM8MMjR5,0,11,0.0958,-4.866,1,Salvation - Five Finger Death Punch,0.14,145.004,4,https://api.spotify.com/v1/tracks/6u9YsI0Zv5oMXrSM8MMjR5,audio_features,spotify:track:6u9YsI0Zv5oMXrSM8MMjR5,0.235
0.176,https://api.spotify.com/v1/audio-analysis/1uVSJkagOwtgMmeexAp1hg,0.662,287267,0.496,1uVSJkagOwtgMmeexAp1hg,0.000163,6,0.104,-9.711,1,Samba Da Bencao - Bebel Gilberto,0.0324,80.68,4,https://api.spotify.com/v1/tracks/1uVSJkagOwtgMmeexAp1hg,audio_features,spotify:track:1uVSJkagOwtgMmeexAp1hg,0.569
0.318,https://api.spotify.com/v1/audio-analysis/3G5RiJw1R4zgfxDUdKUykk,0.628,186493,0.569,3G5RiJw1R4zgfxDUdKUykk,0.921,9,0.0877,-9.808,0,Samba Tranquille - Thievery Corporation,0.0762,197.955,4,https://api.spotify.com/v1/tracks/3G5RiJw1R4zgfxDUdKUykk,audio_features,spotify:track:3G5RiJw1R4zgfxDUdKUykk,0.485
0.915,https://api.spotify.com/v1/audio-analysis/2yXSduJwEJH0HpyVMavzus,0.554,130613,0.117,2yXSduJwEJH0HpyVMavzus,0.0106,7,0.115,-17.445,1,Same Girl - Jack Johnson,0.0401,123.226,4,https://api.spotify.com/v1/tracks/2yXSduJwEJH0HpyVMavzus,audio_features,spotify:track:2yXSduJwEJH0HpyVMavzus,0.369
0.0369,https://api.spotify.com/v1/audio-analysis/0FqMZmwe9qJ3nR5FuYpyoY,0.498,254040,0.984,0FqMZmwe9qJ3nR5FuYpyoY,2.96E-05,2,0.11,-3.295,1,Same Ol\' Situation (S.O.S.) - Mötley Crüe,0.127,139.712,4,https://api.spotify.com/v1/tracks/0FqMZmwe9qJ3nR5FuYpyoY,audio_features,spotify:track:0FqMZmwe9qJ3nR5FuYpyoY,0.257
0.0275,https://api.spotify.com/v1/audio-analysis/0bv2nYRVSkDJlFFgP1RDKR,0.306,189293,0.727,0bv2nYRVSkDJlFFgP1RDKR,0.0278,2,0.134,-8.613,1,Same Old Thing - The Black Keys,0.0769,165.904,4,https://api.spotify.com/v1/tracks/0bv2nYRVSkDJlFFgP1RDKR,audio_features,spotify:track:0bv2nYRVSkDJlFFgP1RDKR,0.306
0.146,https://api.spotify.com/v1/audio-analysis/1NcKKXrDTdCMaiVJkEknqr,0.802,246640,0.714,1NcKKXrDTdCMaiVJkEknqr,0,10,0.483,-4.604,0,Same Song & Dance - Eminem,0.259,101.991,4,https://api.spotify.com/v1/tracks/1NcKKXrDTdCMaiVJkEknqr,audio_features,spotify:track:1NcKKXrDTdCMaiVJkEknqr,0.216
0.00845,https://api.spotify.com/v1/audio-analysis/2edssjdUAcEuiELWbde91f,0.427,203200,0.895,2edssjdUAcEuiELWbde91f,0,4,0.606,-5.115,1,San Simeon - Goldfinger,0.0879,168.326,4,https://api.spotify.com/v1/tracks/2edssjdUAcEuiELWbde91f,audio_features,spotify:track:2edssjdUAcEuiELWbde91f,0.638
0.039,https://api.spotify.com/v1/audio-analysis/2rEEOeB9cVNfq4WKHo89xl,0.498,299587,0.869,2rEEOeB9cVNfq4WKHo89xl,0.000202,8,0.088,-3.793,1,Sancta Terra - Epica,0.0369,89.984,4,https://api.spotify.com/v1/tracks/2rEEOeB9cVNfq4WKHo89xl,audio_features,spotify:track:2rEEOeB9cVNfq4WKHo89xl,0.472
0.0649,https://api.spotify.com/v1/audio-analysis/61HvYosgqPzxo0DyHSc9SK,0.565,297907,0.909,61HvYosgqPzxo0DyHSc9SK,0.000126,0,0.715,-6.254,1,Sanctify Yourself - Simple Minds,0.0433,128.223,4,https://api.spotify.com/v1/tracks/61HvYosgqPzxo0DyHSc9SK,audio_features,spotify:track:61HvYosgqPzxo0DyHSc9SK,0.692
0.207,https://api.spotify.com/v1/audio-analysis/14lDO5V0Ay0h1t8QTpbfi1,0.395,308600,0.647,14lDO5V0Ay0h1t8QTpbfi1,3.29E-05,9,0.113,-12.074,0,Sandman - America,0.0376,75.824,4,https://api.spotify.com/v1/tracks/14lDO5V0Ay0h1t8QTpbfi1,audio_features,spotify:track:14lDO5V0Ay0h1t8QTpbfi1,0.632
0.169,https://api.spotify.com/v1/audio-analysis/24CXuh2WNpgeSYUOvz14jk,0.539,225373,0.98,24CXuh2WNpgeSYUOvz14jk,0.982,11,0.084,-8.18,0,Sandstorm - Darude,0.0469,136.087,4,https://api.spotify.com/v1/tracks/24CXuh2WNpgeSYUOvz14jk,audio_features,spotify:track:24CXuh2WNpgeSYUOvz14jk,0.522
0.00613,https://api.spotify.com/v1/audio-analysis/03C0lOgIOKlsJpaF5KtWDE,0.458,246547,0.752,03C0lOgIOKlsJpaF5KtWDE,0,4,0.307,-5.599,0,Santa Monica - Theory Of A Deadman,0.03,62.422,4,https://api.spotify.com/v1/tracks/03C0lOgIOKlsJpaF5KtWDE,audio_features,spotify:track:03C0lOgIOKlsJpaF5KtWDE,0.287
0.168,https://api.spotify.com/v1/audio-analysis/2WDc0NjJq5uq65XQC2kJME,0.421,155093,0.902,2WDc0NjJq5uq65XQC2kJME,0,1,0.247,-2.097,1,Santana DVX - The Lonely Island / E-40,0.445,182.623,4,https://api.spotify.com/v1/tracks/2WDc0NjJq5uq65XQC2kJME,audio_features,spotify:track:2WDc0NjJq5uq65XQC2kJME,0.549
0.000808,https://api.spotify.com/v1/audio-analysis/5Ed6zPsf01JZxGhOtA46tk,0.487,222960,0.943,5Ed6zPsf01JZxGhOtA46tk,0.0266,6,0.204,-5.667,0,Satellite Mind - Metric,0.0573,156.975,4,https://api.spotify.com/v1/tracks/5Ed6zPsf01JZxGhOtA46tk,audio_features,spotify:track:5Ed6zPsf01JZxGhOtA46tk,0.775
0.00384,https://api.spotify.com/v1/audio-analysis/604fgWYaIUfr9UtBe9bj1p,0.458,155200,0.836,604fgWYaIUfr9UtBe9bj1p,0,7,0.365,-6.146,0,Satin In A Coffin - Modest Mouse,0.0479,173.839,4,https://api.spotify.com/v1/tracks/604fgWYaIUfr9UtBe9bj1p,audio_features,spotify:track:604fgWYaIUfr9UtBe9bj1p,0.417
0.163,https://api.spotify.com/v1/audio-analysis/1n7omixiROWs5q6xpWiQuL,0.793,285571,0.698,1n7omixiROWs5q6xpWiQuL,0.145,11,0.0745,-3.626,1,Satisfaction - Benny Benassi Presents The Biz,0.104,130.017,4,https://api.spotify.com/v1/tracks/1n7omixiROWs5q6xpWiQuL,audio_features,spotify:track:1n7omixiROWs5q6xpWiQuL,0.339
0.0128,https://api.spotify.com/v1/audio-analysis/6GpwkENEvGqAr0PXMwB1gL,0.846,217907,0.772,6GpwkENEvGqAr0PXMwB1gL,0.158,1,0.0717,-6.371,1,Saturdays - Cut Copy,0.0556,120.164,4,https://api.spotify.com/v1/tracks/6GpwkENEvGqAr0PXMwB1gL,audio_features,spotify:track:6GpwkENEvGqAr0PXMwB1gL,0.796
3.77E-05,https://api.spotify.com/v1/audio-analysis/6amuYVucqHilR915oatyo4,0.387,185840,0.832,6amuYVucqHilR915oatyo4,0.0299,9,0.128,-13.265,0,Savage Circle - The Ruts,0.0506,136.76,4,https://api.spotify.com/v1/tracks/6amuYVucqHilR915oatyo4,audio_features,spotify:track:6amuYVucqHilR915oatyo4,0.652
0.558,https://api.spotify.com/v1/audio-analysis/0mqBx2unSAs6w8qHWDHdC7,0.6,202080,0.492,0mqBx2unSAs6w8qHWDHdC7,0,11,0.244,-6.972,0,Save Me [Acoustic] - Shinedown,0.0284,116.016,4,https://api.spotify.com/v1/tracks/0mqBx2unSAs6w8qHWDHdC7,audio_features,spotify:track:0mqBx2unSAs6w8qHWDHdC7,0.287
0.0457,https://api.spotify.com/v1/audio-analysis/3sTc75CCyIw4FPs6cXkOe7,0.69,235667,0.572,3sTc75CCyIw4FPs6cXkOe7,0,7,0.0969,-6.131,1,Save Room - John Legend,0.0264,111.919,4,https://api.spotify.com/v1/tracks/3sTc75CCyIw4FPs6cXkOe7,audio_features,spotify:track:3sTc75CCyIw4FPs6cXkOe7,0.375
0.021,https://api.spotify.com/v1/audio-analysis/43a49Rdc9B2kFs91S1nA6M,0.738,576840,0.963,43a49Rdc9B2kFs91S1nA6M,0.0972,8,0.0603,-6.74,0,Save The Last Dance For Me [Ralphi Rosario Anthomic Vocal] - Michael Bublé,0.0415,129.996,4,https://api.spotify.com/v1/tracks/43a49Rdc9B2kFs91S1nA6M,audio_features,spotify:track:43a49Rdc9B2kFs91S1nA6M,0.817
0.015,https://api.spotify.com/v1/audio-analysis/7rLVLy3YBOpBVKLGV2WRZZ,0.634,254760,0.75,7rLVLy3YBOpBVKLGV2WRZZ,0.000905,0,0.0895,-7.398,1,Save The World - Venus Hum,0.0395,101.996,4,https://api.spotify.com/v1/tracks/7rLVLy3YBOpBVKLGV2WRZZ,audio_features,spotify:track:7rLVLy3YBOpBVKLGV2WRZZ,0.569
9.24E-05,https://api.spotify.com/v1/audio-analysis/1t2Hq2WIBcZINOEnK6mdJG,0.547,239227,0.693,1t2Hq2WIBcZINOEnK6mdJG,5.46E-05,0,0.113,-8.786,1,Save Tonight - Eagle-Eye Cherry,0.0353,119.567,4,https://api.spotify.com/v1/tracks/1t2Hq2WIBcZINOEnK6mdJG,audio_features,spotify:track:1t2Hq2WIBcZINOEnK6mdJG,0.583
